post_id,ocr,verdicts,text,lan,fb,tw,ig,full_text,gs
6721,,False information,Betapa kotor nya. Produk buatan sikafir ni. Antara jenama bihun dari syarikat KBB Resources ini adalah : Bihun Jati Bihun Cik Siti Bihun Silat Bihun Masjid Bihun Fatima Bihun Rumah Melayu Bihun Bersatu Melayu Bihun Kampung Bihun Kampung Halus Bihun Kampung Brownrice Bihun Kampung Twenty Twenty Bihun Laksa Kampung Kasar Bihun Kapal Layar Bihun Penang Laksa Bihun Ecobrown Bihun Serama Mas Bihun Serama Bihun Eka cap Laksa Beras Bihun Eka cap Laksa Bihun Bihun Eka cap Bersatu Rumah Melayu Bihun Eka cap Rumah Melayu Bihun Eka cap Beehon Eknomi Bihun Eka cap Burung Layang Layang Bihun Eka cap Naga Dua Bihun Eka cap Beras Layang Layang Bihun Eka cap Masjid Bihun Eka cap AAA Bihun Eka cap Beehon Bihun Eka cap Fatima Bihun Eka cap Bihun Wangi Laksa Kampung Kasar Laksa Kampung Halus Laksa Silat Kasar Laksa Silat Halus Share C n P,msa,1,0,0, Betapa kotor nya. Produk buatan sikafir ni. Antara jenama bihun dari syarikat KBB Resources ini adalah : Bihun Jati Bihun Cik Siti Bihun Silat Bihun Masjid Bihun Fatima Bihun Rumah Melayu Bihun Bersatu Melayu Bihun Kampung Bihun Kampung Halus Bihun Kampung Brownrice Bihun Kampung Twenty Twenty Bihun Laksa Kampung Kasar Bihun Kapal Layar Bihun Penang Laksa Bihun Ecobrown Bihun Serama Mas Bihun Serama Bihun Eka cap Laksa Beras Bihun Eka cap Laksa Bihun Bihun Eka cap Bersatu Rumah Melayu Bihun Eka cap Rumah Melayu Bihun Eka cap Beehon Eknomi Bihun Eka cap Burung Layang Layang Bihun Eka cap Naga Dua Bihun Eka cap Beras Layang Layang Bihun Eka cap Masjid Bihun Eka cap AAA Bihun Eka cap Beehon Bihun Eka cap Fatima Bihun Eka cap Bihun Wangi Laksa Kampung Kasar Laksa Kampung Halus Laksa Silat Kasar Laksa Silat Halus Share C n P,[61926]
6724,,False information,Betul Ker ni kacukan babi + lembu yg akan dijual dinegara kita? Tolong siasat wahai jabatan yg terlibat..jgn bila dah ramai yg mkn baru nak siasat.,msa,1,0,0, Betul Ker ni kacukan babi + lembu yg akan dijual dinegara kita? Tolong siasat wahai jabatan yg terlibat..jgn bila dah ramai yg mkn baru nak siasat.,[61925]
6725,Part 1 Pengunduran diri pak jokowi JOKOWI MENGUNDURKAN DIRI KOMPAS DPRD DKI GELAR RAPAT PARIPURNA CARIS JAKARTA KOMPASTV Tik Tok [USER],False information,Betulkah ini presiden indonesia jokowidodo mengundurkan diri dari jabatannya?,msa,1,0,0,Part 1 Pengunduran diri pak jokowi JOKOWI MENGUNDURKAN DIRI KOMPAS DPRD DKI GELAR RAPAT PARIPURNA CARIS JAKARTA KOMPASTV Tik Tok [USER] Betulkah ini presiden indonesia jokowidodo mengundurkan diri dari jabatannya?,[108656]
6758,"ANTARAKL f TERKINI TERPOPULER TOP NEWS NUSANTARA NA Saudi tambah 10.000 kuota haji Malaysia Kamis, 11 Maret 2021 16:04 WIB a = P @ ANTARANEWS .com i H.",Partly false information,"Bijimane Ini Qut ?! Koq Saudi Tambah 10.000 Kuota Haji Malaysia, Padahal Malaysia Masih Darurat Corona. [URL]",msa,1,0,0,"ANTARAKL f TERKINI TERPOPULER TOP NEWS NUSANTARA NA Saudi tambah 10.000 kuota haji Malaysia Kamis, 11 Maret 2021 16:04 WIB a = P @ ANTARANEWS .com i H. Bijimane Ini Qut ?! Koq Saudi Tambah 10.000 Kuota Haji Malaysia, Padahal Malaysia Masih Darurat Corona. [URL]",[85989]
6780,,False information,"Bismillaah. Rangka Manusia yang luar biasa besar ditemukan di Saudi Arabia 💀""""""""._ _Tim Explorasi Aramco di tenggara padang pasir Arab telah menemukan rangka manusia yang luar biasa besar._ _Di kawasan Gurun Arab tsb yang disebut kawasan kosong, atau dalam bahasa Arab, 'Rub-al-Khali'_ _Seperti dikatakan dalam al-Quran bahwa Allah telah menjadikan manusia ada yang luar biasa tangguh._ _Kaum Aad dikenal mempunyai tubuh yang tinggi besar dan sangat kuat, mereka mampu mencabut pohon hanya dgn tangannya._ _Kemudian dalam sejarah kehidupannya, kaum Aad berpaling menentang Allah dan NabiNYA dan juga sangat melampaui batas._ _sehingga akhirnya Allah membinasakannya._ _Ulama Arab Saudi percaya bahwa penemuan rangka manusia dan tengkorak itu adalah kerangka dan tengkorak dari kaum Aad._ _Kini tentara Arab menjaga ketat kawasan tsb, guna pengamanan hasil penemuan yang luar biasa itu._ _Terlihat perbandingan besarnya tulang kerangka yang diketemukan dengan tubuh petugas tim Aramco._ *QS. 41- 13 & 15...* _Di duga kerangka kaum Aad...._ _yg dimusnahkan Allah.._ _karena kesombongannya....._ _Perbandingan kerangka kepala dgn manusia sekarang...._ *Maa syaa Allah....*",msa,1,0,0," Bismillaah. Rangka Manusia yang luar biasa besar ditemukan di Saudi Arabia 💀""""""""._ _Tim Explorasi Aramco di tenggara padang pasir Arab telah menemukan rangka manusia yang luar biasa besar._ _Di kawasan Gurun Arab tsb yang disebut kawasan kosong, atau dalam bahasa Arab, 'Rub-al-Khali'_ _Seperti dikatakan dalam al-Quran bahwa Allah telah menjadikan manusia ada yang luar biasa tangguh._ _Kaum Aad dikenal mempunyai tubuh yang tinggi besar dan sangat kuat, mereka mampu mencabut pohon hanya dgn tangannya._ _Kemudian dalam sejarah kehidupannya, kaum Aad berpaling menentang Allah dan NabiNYA dan juga sangat melampaui batas._ _sehingga akhirnya Allah membinasakannya._ _Ulama Arab Saudi percaya bahwa penemuan rangka manusia dan tengkorak itu adalah kerangka dan tengkorak dari kaum Aad._ _Kini tentara Arab menjaga ketat kawasan tsb, guna pengamanan hasil penemuan yang luar biasa itu._ _Terlihat perbandingan besarnya tulang kerangka yang diketemukan dengan tubuh petugas tim Aramco._ *QS. 41- 13 & 15...* _Di duga kerangka kaum Aad...._ _yg dimusnahkan Allah.._ _karena kesombongannya....._ _Perbandingan kerangka kepala dgn manusia sekarang...._ *Maa syaa Allah....*",[78153]
6782,,False information,Bismillah.. Subhanalah shalawat orang Amerika sangat merdu di dengar..💙💚💛💜,msa,1,0,0, Bismillah.. Subhanalah shalawat orang Amerika sangat merdu di dengar..💙💚💛💜,[101853]
6818,segera jauhi ika lihat ini,False,"Bola petir adalah fenomena listrik atmosfer yang tidak dapat dijelaskan dan berpotensi berbahaya. Istilah ini mengacu pada laporan benda bercahaya dan bulat yang bervariasi dari ukuran kacang sampai diameter beberapa meter.belerangMeskipun biasanya terkait dengan badai petir, fenomena ini berlangsung jauh lebih lama daripada kilatan petir yang terjadi sepersekian detik. Banyak laporan awal mengklaim bahwa bola akhirnya meledak, kadang-kadang dengan konsekuensi fatal, meninggalkan bau belerang.",msa,0,0,1,"segera jauhi ika lihat ini Bola petir adalah fenomena listrik atmosfer yang tidak dapat dijelaskan dan berpotensi berbahaya. Istilah ini mengacu pada laporan benda bercahaya dan bulat yang bervariasi dari ukuran kacang sampai diameter beberapa meter.belerangMeskipun biasanya terkait dengan badai petir, fenomena ini berlangsung jauh lebih lama daripada kilatan petir yang terjadi sepersekian detik. Banyak laporan awal mengklaim bahwa bola akhirnya meledak, kadang-kadang dengan konsekuensi fatal, meninggalkan bau belerang.",[7848]
6819,segera jauhi jika lihat ini,False information,"Bola petir adalah fenomena listrik atmosfer yang tidak dapat dijelaskan dan berpotensi berbahaya. Istilah ini mengacu pada laporan benda bercahaya dan bulat yang bervariasi dari ukuran kacang sampai diameter beberapa meter.belerangMeskipun biasanya terkait dengan badai petir, fenomena ini berlangsung jauh lebih lama daripada kilatan petir yang terjadi sepersekian detik. Banyak laporan awal mengklaim bahwa bola akhirnya meledak, kadang-kadang dengan konsekuensi fatal, meninggalkan bau belerang.",msa,1,0,0,"segera jauhi jika lihat ini Bola petir adalah fenomena listrik atmosfer yang tidak dapat dijelaskan dan berpotensi berbahaya. Istilah ini mengacu pada laporan benda bercahaya dan bulat yang bervariasi dari ukuran kacang sampai diameter beberapa meter.belerangMeskipun biasanya terkait dengan badai petir, fenomena ini berlangsung jauh lebih lama daripada kilatan petir yang terjadi sepersekian detik. Banyak laporan awal mengklaim bahwa bola akhirnya meledak, kadang-kadang dengan konsekuensi fatal, meninggalkan bau belerang.",[7848]
6857,Kalian tahu bahwa Big Tech telah melakukan terlalu banyak penyensoran,Partly false information,"Bongkar! Viralkan! origin of the pandemic Marsha.Blackburn: Saya akan memimpin rekan-rekannya dalam konferensi pers untuk membahas bagaimana Big Tech menyensor asal-usul COVID-19 Senat Amerika Serikat hari ini mengumumkan: 'Corona adalah kebohongan! Media menutupi kebenaran Big Pharma, Big Tech, Big Media, WHO dan pengkhianat lainnya akan dimintai pertanggungjawaban. IG [USER] [USER]",msa,1,0,0,"Kalian tahu bahwa Big Tech telah melakukan terlalu banyak penyensoran Bongkar! Viralkan! origin of the pandemic Marsha.Blackburn: Saya akan memimpin rekan-rekannya dalam konferensi pers untuk membahas bagaimana Big Tech menyensor asal-usul COVID-19 Senat Amerika Serikat hari ini mengumumkan: 'Corona adalah kebohongan! Media menutupi kebenaran Big Pharma, Big Tech, Big Media, WHO dan pengkhianat lainnya akan dimintai pertanggungjawaban. IG [USER] [USER]",[119074]
6866,BONUS 12 M TikTok [USER],Partly false information,Bonus 12 M ...wow fantastis 😍 Semoga Timnas 🇮🇩 menang 💪💪 jangan lupa nonton Final Piala AFF SUZUKI nanti malam di Singapura Indonesia Vs Thailand,msa,1,0,0,BONUS 12 M TikTok [USER] Bonus 12 M ...wow fantastis 😍 Semoga Timnas 🇮🇩 menang 💪💪 jangan lupa nonton Final Piala AFF SUZUKI nanti malam di Singapura Indonesia Vs Thailand,[76078]
6949,,Partly false information,"Breaking news Ada hiburan joget dan dansa para pejabat, kenapa tidak pakai masker???. Mereka begitu bahagia.",msa,1,0,0," Breaking news Ada hiburan joget dan dansa para pejabat, kenapa tidak pakai masker???. Mereka begitu bahagia.","[142588, 145119]"
6967,,Missing context,Breaking: Negara Nigeria menghancurkan lebih dr:1juta Vaksin,msa,1,0,0, Breaking: Negara Nigeria menghancurkan lebih dr:1juta Vaksin,[94099]
6986,Having a banana a day keeps the coronavirus AWAY,False information,Buah Pisang rupanya merupakan pencegah dan penawar Corona Virus termasuk Covid 19. Saintis di Australia telah membuktikannya. Dengan memakan buah pisang sistem imun meningkat. Nampaknya pekebun dan pengedar pisang bakal menikmati rahmat ini.,msa,1,0,0,Having a banana a day keeps the coronavirus AWAY Buah Pisang rupanya merupakan pencegah dan penawar Corona Virus termasuk Covid 19. Saintis di Australia telah membuktikannya. Dengan memakan buah pisang sistem imun meningkat. Nampaknya pekebun dan pengedar pisang bakal menikmati rahmat ini.,[100390]
7025,,False information,Bukti kebenaran ........& kebesaran Allah yg bisa menambah keimanan kita semua,msa,1,0,0, Bukti kebenaran ........& kebesaran Allah yg bisa menambah keimanan kita semua,[122359]
7031,,False information,"Bunga MEGAPUSPA, yg sedang mekar di puncak Gunung Jayawijaya, Papua (di dunia hanya ada 1, di Papua), yg mekarnya 33 th sekali, tadi jam 14.30 Wit terjadi pemekaran sempurna :-) Indonesia 🇲🇨 👍",msa,1,0,0," Bunga MEGAPUSPA, yg sedang mekar di puncak Gunung Jayawijaya, Papua (di dunia hanya ada 1, di Papua), yg mekarnya 33 th sekali, tadi jam 14.30 Wit terjadi pemekaran sempurna :-) Indonesia 🇲🇨 👍",[33339]
7033,,False information.,"Bunga Mahameru yang mekar ini setiap 400 tahun sekali , di Himalaya Generasi kita sangat beruntung , bisa melihat nya, walau hanya dalam foto. Tolong teruskan, agar yang lain juga bisa melihat nya 🙏🙏🌹🌹🌹",msa,1,0,0," Bunga Mahameru yang mekar ini setiap 400 tahun sekali , di Himalaya Generasi kita sangat beruntung , bisa melihat nya, walau hanya dalam foto. Tolong teruskan, agar yang lain juga bisa melihat nya 🙏🙏🌹🌹🌹",[33337]
7034,,False information,Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30. Hanya 36 th sekali di ketinggian 4000 kaki.,msa,1,0,0, Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30. Hanya 36 th sekali di ketinggian 4000 kaki.,[33339]
7035,,False information,"Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30. Hanya 36 th sekali di ketinggian 4000 kaki. Keunggulan Papua yang hampir tidak diketahui orang, dan momen langkah karena hanya mekar sekali setiap 36 tahun.",msa,1,0,0," Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30. Hanya 36 th sekali di ketinggian 4000 kaki. Keunggulan Papua yang hampir tidak diketahui orang, dan momen langkah karena hanya mekar sekali setiap 36 tahun.",[33339]
7036,,False information,Bunga api yang sepatutnya untuk Tokyo Olympic 2020. Dilancar berlatar belakang gunung Fuji pada waktu sekarang sebab stok tak boleh simpan lama. Worthy untuk tengok dan simpan dalam Facebook🙌🏼 *Pasang bunyi please.,msa,1,0,0, Bunga api yang sepatutnya untuk Tokyo Olympic 2020. Dilancar berlatar belakang gunung Fuji pada waktu sekarang sebab stok tak boleh simpan lama. Worthy untuk tengok dan simpan dalam Facebook🙌🏼 *Pasang bunyi please.,[141189]
7044,3 khusus non muslim PERTAMAX 92 PERTALITE GRATIS BBM dua liter setiap baca syahadat BACO,False information,Buruan isii,other,1,0,0,3 khusus non muslim PERTAMAX 92 PERTALITE GRATIS BBM dua liter setiap baca syahadat BACO Buruan isii,[59447]
7046,,False information,Burung GARUDA Ternyata benar ada burung garuda . Dalam cerita etos Ramayana dinamai Jatayu seekor burung yang jarang sekali terlihat oleh manusia.. tapi baru-baru ini burung tersebut menampakan dirinya dan telah terlihat di daerah hutan an-nas dan atas gunung penanggungan Jawa timur burung dengan lebar sayap yang luar biasa indahnya bisa kita lihat di video ini. Inilah tandanya pendiri bangsa ini sudah memprediksi bahwasannya Pancasila adalah pemersatu bangsa Indonesia sebagai perlambang kekuatan bangsa yang akan dapat menguasai dunia dan kesaktian Pancasila nya di bumi Pertiwi.. bravo bangsa Indonesia Mari kita jaga bangsa Indonesia dari segala gangguan yang akan meluncurkan negeri ini... Salam perjuangan salam Pancasila akulah penjaga negeri Indonesia raya . God Bless Indonesia.,msa,1,0,0, Burung GARUDA Ternyata benar ada burung garuda . Dalam cerita etos Ramayana dinamai Jatayu seekor burung yang jarang sekali terlihat oleh manusia.. tapi baru-baru ini burung tersebut menampakan dirinya dan telah terlihat di daerah hutan an-nas dan atas gunung penanggungan Jawa timur burung dengan lebar sayap yang luar biasa indahnya bisa kita lihat di video ini. Inilah tandanya pendiri bangsa ini sudah memprediksi bahwasannya Pancasila adalah pemersatu bangsa Indonesia sebagai perlambang kekuatan bangsa yang akan dapat menguasai dunia dan kesaktian Pancasila nya di bumi Pertiwi.. bravo bangsa Indonesia Mari kita jaga bangsa Indonesia dari segala gangguan yang akan meluncurkan negeri ini... Salam perjuangan salam Pancasila akulah penjaga negeri Indonesia raya . God Bless Indonesia.,[142598]
7047,"Burung Garuda menampakkan diri, Ilham buat NUSANTARA baru Garuda menampakkan diri unk membuktikan bhw ia bnr2 ada unk NUSANTARA yang baru. mari rawat Pancasila selagi hayat masih dikandung badan.",False information,Burung Garuda benar ada,msa,1,0,0,"Burung Garuda menampakkan diri, Ilham buat NUSANTARA baru Garuda menampakkan diri unk membuktikan bhw ia bnr2 ada unk NUSANTARA yang baru. mari rawat Pancasila selagi hayat masih dikandung badan. Burung Garuda benar ada",[142598]
7137,d CEO Pfizer menolak di Tik Tok [USER] suntik vaksinnya sendiri ASTER CEO Pfizer Albert Bourla menolak untuk di vaksin buatan perusahaannya sendiri.,Partly false information,CEO Pfizer Sendiri TAK NAK Vaksin dengan Vaksin yamg dicipta... FIKIR²KANLAH...,msa,1,0,0,d CEO Pfizer menolak di Tik Tok [USER] suntik vaksinnya sendiri ASTER CEO Pfizer Albert Bourla menolak untuk di vaksin buatan perusahaannya sendiri. CEO Pfizer Sendiri TAK NAK Vaksin dengan Vaksin yamg dicipta... FIKIR²KANLAH...,[33924]
7148,,False information,"CHAMTRAIL SUDAH DISEBAR ? WASPADA & BERSIAPLAH WARGA KOTA BANDUNG, MINGGU DEPAN AKAN DI MULAI LAGI BANYAK ORANG SAKIT & MENINGGAL KRN DI COVID KAN OLEH SENJATA BIOLOGI YANG SUDAH DI TEBAR MELALUI UDARA SUDAH ADA PERINGATAN KAN AKAN ADA PERUBAHAN CUACA SEBELUMNYA...?! FAHAM KHAAANNN !! 😡👊👊",msa,1,0,0," CHAMTRAIL SUDAH DISEBAR ? WASPADA & BERSIAPLAH WARGA KOTA BANDUNG, MINGGU DEPAN AKAN DI MULAI LAGI BANYAK ORANG SAKIT & MENINGGAL KRN DI COVID KAN OLEH SENJATA BIOLOGI YANG SUDAH DI TEBAR MELALUI UDARA SUDAH ADA PERINGATAN KAN AKAN ADA PERUBAHAN CUACA SEBELUMNYA...?! FAHAM KHAAANNN !! 😡👊👊",[62054]
7158,"MA TIA Qianjang 35"" LEASIN 391 Xinglu 34 bi 39 州老隆镇 34"" Tianmen Hengin 35"" Sarfuan STR MCHA 35 SE Xantoo 341 Vingcheng 35"" 新網購 Hulong 34"" RADHA 34' Hanchuan Narhe 35 VILGROZ Xiaogan 3.5"" 39"" HOMELIN 39 MUTHE 祝站構 391 37 柏办事处 37"" PANICK 37 汉南区 39 41 www Huangp 377 M'eru 37 Baliwan 37 Kinzhou Pantang 37"" THES 1700.14µg/m³ Angshu 37"" Macheng Lenteng Dandan 39º MYSZCA 37"" 大王镇 39 KE 39⁰ Johari Salim is with Haidi Rustam. Yesterday at 23:56. : CINA TIDAK BOLEH MENIPU SEMUA ORANG SEPANJANG MASA Terima kasih banyak Haidi Rustam kerana memberi data kepada saya tentang tahap SO2 di Wuhan. SO2 adalah gas beracun sulfur dioxide. Saya kini memantaunya sendiri melalui NASA GEOS 5 sattelite seperti gambar pertama yang baru saja saya perolihi. Kawasan berwarna lebih gelap menunjukkan tahap S02 melebihi 80ug/m^3. Satu-satunya planet yang saya tahu dengan kepekatan SO2 yang tinggi ialah Venus, planet kedua dari matahari kita panggil Kejora. Data yang anda berikan kepada saya menunjukkan kepekatan SO2 yang sangat tinggi 1700.14ug /m^3, jauh di atas paras bahaya 80ug/m^3 (80 microgram/ satu meter persegi). Guilin, 14⁰⁰ Nanyang $5⁰, Xiangyang 8⁰ Yiehang"", Changde 8⁰ Shaoyang. 11° Chenzhou 14° Liannan 15° Zhoukou 5% Guangshan Wuhan '8° 崇阳县 8° Yichun ""11⁹ Ganzhou 15° Lishi 15% Mengaheng 5°, SO2 mass NASA GEÓS-5 diujiang *8⁰ 东湖区 10% Hefei 6° Huaining, 8⁰⁰ Shaowy 11° + Shangrao 11° Sanming 11° 永定区。 16° Nán 5 Quanzh 13°",False information,"CHINA TIDAK BOLEH MENIPU SEMUA ORANG SEPANJANG MASA Terima kasih banyak Haidi Rustam kerana memberi data kepada saya tentang tahap SO2 di Wuhan. SO2 adalah gas beracun sulfur dioxide. Saya kini memantaunya sendiri melalui NASA GEOS 5 sattelite seperti gambar pertama yang baru saja saya perolihi. Kawasan berwarna lebih gelap menunjukkan tahap SO2 melebihi 80ug/m^3. Satu-satunya planet yang saya tahu dengan kepekatan SO2 yang tinggi ialah Venus, planet kedua dari matahari kita panggil Kejora. Data yang anda berikan kepada saya menunjukkan kepekatan SO2 yang sangat tinggi 1700.14ug /m ^ 3, jauh di atas paras bahaya 80ug /m ^ 3 (80 microgram/ satu meter persegi). Ini menunjukkan pembakaran mayat yang tinggi jumlahnya adalah mungkin terjadi. Jika ini boleh diambil kesimpulan menunjukkan data orang mati yang kita terima dari China adalah tidak benar untuk meningkatkan tahap SO2 ke tahap yang begitu tinggi kerana pembakaran mayat. Satu mayat yang di bakar akan menghasilkan 113g SO2. Berdasarkan nilai purata SO2 di Wuhan kita boleh mengira secara￼ kasar berapa mayat yang dibakar pada waktu SO2 berada di atmosphere. Campurkan gas SO2 dengan air (94g / L) ia akan menjadi Asid sulfurous (H2SO3). Jika hujan turun ia akan menjadi “acid rain”. Saya akan kembali kepada anda dalam masa terdekat dimana kita boleh mengira berapa jumlah sebenar orang yang telah mati kerana Coronavirus di Cina pada waktu tertentu berdasarkan SO2 di atmosphere yang boleh kita perolihi in real time. Presiden USA Ke 16, Abraham Lincoln (1809-1865), yang mati dibunuh oleh John Wilkes Booth pada 14 April 1865 pernah berkata; “You can fool all the people some of the time, and some of the people all the time, but you cannot fool all the people all the time.” “Anda boleh menipu semua orang beberapa waktu, dan beberapa orang sepanjang masa, tetapi anda tidak boleh menipu semua orang sepanjang masa."" Wherever you are, stay safe dan terima kasih sekali lagi kerana memberikan data tersebut. Tulisan asal: Prof.Johari Salim.",msa,1,0,0,"MA TIA Qianjang 35"" LEASIN 391 Xinglu 34 bi 39 州老隆镇 34"" Tianmen Hengin 35"" Sarfuan STR MCHA 35 SE Xantoo 341 Vingcheng 35"" 新網購 Hulong 34"" RADHA 34' Hanchuan Narhe 35 VILGROZ Xiaogan 3.5"" 39"" HOMELIN 39 MUTHE 祝站構 391 37 柏办事处 37"" PANICK 37 汉南区 39 41 www Huangp 377 M'eru 37 Baliwan 37 Kinzhou Pantang 37"" THES 1700.14µg/m³ Angshu 37"" Macheng Lenteng Dandan 39º MYSZCA 37"" 大王镇 39 KE 39⁰ Johari Salim is with Haidi Rustam. Yesterday at 23:56. : CINA TIDAK BOLEH MENIPU SEMUA ORANG SEPANJANG MASA Terima kasih banyak Haidi Rustam kerana memberi data kepada saya tentang tahap SO2 di Wuhan. SO2 adalah gas beracun sulfur dioxide. Saya kini memantaunya sendiri melalui NASA GEOS 5 sattelite seperti gambar pertama yang baru saja saya perolihi. Kawasan berwarna lebih gelap menunjukkan tahap S02 melebihi 80ug/m^3. Satu-satunya planet yang saya tahu dengan kepekatan SO2 yang tinggi ialah Venus, planet kedua dari matahari kita panggil Kejora. Data yang anda berikan kepada saya menunjukkan kepekatan SO2 yang sangat tinggi 1700.14ug /m^3, jauh di atas paras bahaya 80ug/m^3 (80 microgram/ satu meter persegi). Guilin, 14⁰⁰ Nanyang $5⁰, Xiangyang 8⁰ Yiehang"", Changde 8⁰ Shaoyang. 11° Chenzhou 14° Liannan 15° Zhoukou 5% Guangshan Wuhan '8° 崇阳县 8° Yichun ""11⁹ Ganzhou 15° Lishi 15% Mengaheng 5°, SO2 mass NASA GEÓS-5 diujiang *8⁰ 东湖区 10% Hefei 6° Huaining, 8⁰⁰ Shaowy 11° + Shangrao 11° Sanming 11° 永定区。 16° Nán 5 Quanzh 13° CHINA TIDAK BOLEH MENIPU SEMUA ORANG SEPANJANG MASA Terima kasih banyak Haidi Rustam kerana memberi data kepada saya tentang tahap SO2 di Wuhan. SO2 adalah gas beracun sulfur dioxide. Saya kini memantaunya sendiri melalui NASA GEOS 5 sattelite seperti gambar pertama yang baru saja saya perolihi. Kawasan berwarna lebih gelap menunjukkan tahap SO2 melebihi 80ug/m^3. Satu-satunya planet yang saya tahu dengan kepekatan SO2 yang tinggi ialah Venus, planet kedua dari matahari kita panggil Kejora. Data yang anda berikan kepada saya menunjukkan kepekatan SO2 yang sangat tinggi 1700.14ug /m ^ 3, jauh di atas paras bahaya 80ug /m ^ 3 (80 microgram/ satu meter persegi). Ini menunjukkan pembakaran mayat yang tinggi jumlahnya adalah mungkin terjadi. Jika ini boleh diambil kesimpulan menunjukkan data orang mati yang kita terima dari China adalah tidak benar untuk meningkatkan tahap SO2 ke tahap yang begitu tinggi kerana pembakaran mayat. Satu mayat yang di bakar akan menghasilkan 113g SO2. Berdasarkan nilai purata SO2 di Wuhan kita boleh mengira secara￼ kasar berapa mayat yang dibakar pada waktu SO2 berada di atmosphere. Campurkan gas SO2 dengan air (94g / L) ia akan menjadi Asid sulfurous (H2SO3). Jika hujan turun ia akan menjadi “acid rain”. Saya akan kembali kepada anda dalam masa terdekat dimana kita boleh mengira berapa jumlah sebenar orang yang telah mati kerana Coronavirus di Cina pada waktu tertentu berdasarkan SO2 di atmosphere yang boleh kita perolihi in real time. Presiden USA Ke 16, Abraham Lincoln (1809-1865), yang mati dibunuh oleh John Wilkes Booth pada 14 April 1865 pernah berkata; “You can fool all the people some of the time, and some of the people all the time, but you cannot fool all the people all the time.” “Anda boleh menipu semua orang beberapa waktu, dan beberapa orang sepanjang masa, tetapi anda tidak boleh menipu semua orang sepanjang masa."" Wherever you are, stay safe dan terima kasih sekali lagi kerana memberikan data tersebut. Tulisan asal: Prof.Johari Salim.",[102256]
