fact_check_id,claim,instances,title,full_text
193314,ดื่มน้ำผักจิงจูฉ่ายปั่นช่วยรักษามะเร็ง,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9P78PR-1#3a8e80b98591e1b804c3a7e09a3f6421'],ผู้เชี่ยวชาญด้านสุขภาพเตือนเรื่องวิธีการ “ดื่มน้ำสมุนไพรรักษามะเร็ง” ที่ถูกแชร์ในสื่อสังคมออนไลน์,ผู้เชี่ยวชาญด้านสุขภาพเตือนเรื่องวิธีการ “ดื่มน้ำสมุนไพรรักษามะเร็ง” ที่ถูกแชร์ในสื่อสังคมออนไลน์ ดื่มน้ำผักจิงจูฉ่ายปั่นช่วยรักษามะเร็ง
193315,ดื่มน้ำอย่างสม่ำเสมอทุกๆ 10 นาทีสามารถช่วยป้องกันโรคโควิด-19 ได้ขณะที่เชื้อไวรัสอยู่ในคอ,['https://factcheckthailand.afp.com/false-claim-circulates-online-that-drinking-water-every-10-minutes-can-help-prevent-covid-19-infections-th#9a5484bf01692f4d46bb6a079a4fcdba'],คำกล่าวอ้างเท็จถูกแชร์ผ่านสื่อออนไลน์ว่าการดื่มน้ำอุ่นอย่างสม่ำเสมอจะช่วยป้องกันเชื้อโควิด-19 ได้,คำกล่าวอ้างเท็จถูกแชร์ผ่านสื่อออนไลน์ว่าการดื่มน้ำอุ่นอย่างสม่ำเสมอจะช่วยป้องกันเชื้อโควิด-19 ได้ ดื่มน้ำอย่างสม่ำเสมอทุกๆ 10 นาทีสามารถช่วยป้องกันโรคโควิด-19 ได้ขณะที่เชื้อไวรัสอยู่ในคอ
193316,ดื่มน้ำเย็นทำให้ร่างกายทำงานหนัก?,['https://factcheckthailand.afp.com/health-experts-say-there-no-evidence-drinking-cold-water-harms-human-health-th#e700900cff8caa941320b19a589146e6'],ผู้เชี่ยวชาญด้านสุขภาพยืนยันไม่มีหลักฐานว่าการดื่มน้ำเย็นเป็นอันตรายต่อสุขภาพ,ผู้เชี่ยวชาญด้านสุขภาพยืนยันไม่มีหลักฐานว่าการดื่มน้ำเย็นเป็นอันตรายต่อสุขภาพ ดื่มน้ำเย็นทำให้ร่างกายทำงานหนัก?
193317,ตลาดอู่ฮั่น,['https://factcheckthailand.afp.com/aim-niiepnwidiiocchaaktlaadsdthiichuuekhaaysatwpaabnekaaachuulaaewchiithiipraethsinodniiechiiy#2f210bc27de9841c53b996402eb7eafc'],ไม่ นี่เป็นวิดีโอจากตลาดสดที่ซื้อขายสัตว์ป่าบนเกาะซูลาเวซีที่ประเทศอินโดนีเซีย,ไม่ นี่เป็นวิดีโอจากตลาดสดที่ซื้อขายสัตว์ป่าบนเกาะซูลาเวซีที่ประเทศอินโดนีเซีย ตลาดอู่ฮั่น
193318,ตาลีบันพบเครื่องดื่มแอลกอฮอล์ซุกซ่อนอยู่ในบ้านอดีตรัฐมนตรีต่างประเทศอัฟกัน?,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9N928G#79f70fb5908784fbe319ac918d611d71'],คลิปวิดีโอนี้ถ่ายที่สถานทูต ณ กรุงคาบูล สาธารณรัฐเช็ก,คลิปวิดีโอนี้ถ่ายที่สถานทูต ณ กรุงคาบูล สาธารณรัฐเช็ก ตาลีบันพบเครื่องดื่มแอลกอฮอล์ซุกซ่อนอยู่ในบ้านอดีตรัฐมนตรีต่างประเทศอัฟกัน?
193319,ตำรวจปรับ 200 บาทเเก่คนที่ไม่ใส่หน้ากาก,['https://factcheckthailand.afp.com/no-mask-fine-covid19-th#2b9ffc1693aa940b3b7fdd27f03f9139'],โควิด-19 ระบาด: ข้อมูลเท็จได้ถูกแชร์ออกไปว่าตำรวจสามารถปรับบุคคลที่ไม่ใส่หน้ากากอนามัยในที่สาธารณะ,โควิด-19 ระบาด: ข้อมูลเท็จได้ถูกแชร์ออกไปว่าตำรวจสามารถปรับบุคคลที่ไม่ใส่หน้ากากอนามัยในที่สาธารณะ ตำรวจปรับ 200 บาทเเก่คนที่ไม่ใส่หน้ากาก
193320,ถ้าฉีดวัคซีนแล้วไม่มีผลข้างเคียง แสดงว่าร่างกายไม่ค่อยแข็งแรง,['https://factcheckthailand.afp.com/posts-mislead-why-some-people-experience-covid-19-vaccine-side-effects-th#c50977220f7555e5a31199cd0b5f7d58'],โพสต์ออนไลน์ทำให้เข้าใจผิดเกี่ยวเหตุผลว่าทำไมบางคนมีอาการผลข้างเคียงต่อวัคซีนโควิด-19,โพสต์ออนไลน์ทำให้เข้าใจผิดเกี่ยวเหตุผลว่าทำไมบางคนมีอาการผลข้างเคียงต่อวัคซีนโควิด-19 ถ้าฉีดวัคซีนแล้วไม่มีผลข้างเคียง แสดงว่าร่างกายไม่ค่อยแข็งแรง
193321,ทรัมป์มอบของขวัญให้โอบามาเพื่อพยายามบรรเทาสถานการณ์การประท้วงเรื่องประเด็นผิวสีในสหรัฐฯ ?,['https://factcheckthailand.afp.com/video-has-been-doctored-original-clip-shows-incoming-first-lady-melania-trump-giving-gift-former-th#9e707b2b889fa35a913de7c8add99081'],วิดีโอนี้ถูกตัดต่อจากคลิปต้นฉบับซึ่งแสดงเหตุการณ์ช่วงที่สตรีหมายเลขหนึ่งเมลาเนีย ทรัมป์ มอบของขวัญให้กับ มิเชล โอบามา ระหว่างพิธีรับตำแหน่งประธานาธิบดีสหรัฐฯ ปี 2560,วิดีโอนี้ถูกตัดต่อจากคลิปต้นฉบับซึ่งแสดงเหตุการณ์ช่วงที่สตรีหมายเลขหนึ่งเมลาเนีย ทรัมป์ มอบของขวัญให้กับ มิเชล โอบามา ระหว่างพิธีรับตำแหน่งประธานาธิบดีสหรัฐฯ ปี 2560 ทรัมป์มอบของขวัญให้โอบามาเพื่อพยายามบรรเทาสถานการณ์การประท้วงเรื่องประเด็นผิวสีในสหรัฐฯ ?
193322,ทหาร 13 นายของยูเครนบนเกาะ snake island ถูกรัสเซียสังหาร โดยไม่ยอมจำนน,['https://factcheckthailand.afp.com/doc.afp.com.32648PK#97c2a84e0cab6aaddc0642ce7d151900'],ทหารยูเครนที่ปกป้องเกาะถูกจับเป็นเชลยโดยรัสเซีย ไม่ได้ถูกสังหาร,ทหารยูเครนที่ปกป้องเกาะถูกจับเป็นเชลยโดยรัสเซีย ไม่ได้ถูกสังหาร ทหาร 13 นายของยูเครนบนเกาะ snake island ถูกรัสเซียสังหาร โดยไม่ยอมจำนน
193323,ทหารพม่า ฆ่าหมาตามหมู่บ้าน เพราะมันเห่าเวลาเจ้าหน้าที่ทหารไปตามจับชาวบ้านที่ต่อต้านการยึดอำนาจ ตอนกลางคืน..?,['https://factcheckthailand.afp.com/image-afp-photo-shows-dog-culling-2015-pakistan-not-myanmar-th#ef3c2d7057b32837ab24c0cd4508d74b'],นี่เป็นภาพถ่ายของ AFP ที่แสดงสุนัขที่ถูกฆ่าจากนโยบายกำจัดสุนัขจรจัดในปี 2558 ที่ประเทศปากีสถาน ไม่ใช่ประเทศเมียนมาร์,นี่เป็นภาพถ่ายของ afp ที่แสดงสุนัขที่ถูกฆ่าจากนโยบายกำจัดสุนัขจรจัดในปี 2558 ที่ประเทศปากีสถาน ไม่ใช่ประเทศเมียนมาร์ ทหารพม่า ฆ่าหมาตามหมู่บ้าน เพราะมันเห่าเวลาเจ้าหน้าที่ทหารไปตามจับชาวบ้านที่ต่อต้านการยึดอำนาจ ตอนกลางคืน..?
193324,ที่อิตาลีผู้คนหวาดกลัวจนต้องคุกเข่าบนถนน ทั้งร้องไห้และสวดมนต์อ้อนวอนพระเจ้าให้ยกโทษบาป,['https://factcheckthailand.afp.com/footage-shows-people-praying-brazil-during-covid-19-pandemic-th#0ef5b45b89cba08a046d50067a6a97f3'],นี่เป็นคลิปวิดีโอที่แสดงผู้คนสวดภาวนาในประเทศบราซิลช่วงที่มีการระบาดของโรคโควิด-19,นี่เป็นคลิปวิดีโอที่แสดงผู้คนสวดภาวนาในประเทศบราซิลช่วงที่มีการระบาดของโรคโควิด-19 ที่อิตาลีผู้คนหวาดกลัวจนต้องคุกเข่าบนถนน ทั้งร้องไห้และสวดมนต์อ้อนวอนพระเจ้าให้ยกโทษบาป
193325,"ทุเรียนเทศมีฤทธิ์ฆ่ามะเร็ง ดีกว่าเคมีบำบัด 10,000 เท่า?",['https://factcheckthailand.afp.com/scientists-say-there-is-insufficient-to-evidence-prove-soursop-can-cure-cancer-th#b30fbc1b97acfa9407c9e7a720a6f2d1'],นักวิทยาศาสตร์ระบุว่าไม่มีหลักฐานเพียงพอที่จะพิสูจน์ว่าทุเรียนเทศสามารถรักษามะเร็งได้,"นักวิทยาศาสตร์ระบุว่าไม่มีหลักฐานเพียงพอที่จะพิสูจน์ว่าทุเรียนเทศสามารถรักษามะเร็งได้ ทุเรียนเทศมีฤทธิ์ฆ่ามะเร็ง ดีกว่าเคมีบำบัด 10,000 เท่า?"
193326,ธนบัตรชุดใหม่มูลค่า 100 บาทขาดกลไกความปลอดภัยที่เรียกว่า EURion constellation ซึ่งทำให้การลอกเลียนแบบและการผลิตธนบัตรปลอมทำได้ง่าย,['https://factcheckthailand.afp.com/misleading-claim-circulates-online-about-security-concerns-new-thai-banknotes-th#eaae1e80f17127131bad480f18cb5201'],คำกล่าวอ้างที่ทำให้เข้าใจผิดถูกแชร์ออนไลน์เกี่ยวกับความกังวลเรื่องกลไกความปลอดภัยของธนบัตรที่ระลึกชุดใหม่,คำกล่าวอ้างที่ทำให้เข้าใจผิดถูกแชร์ออนไลน์เกี่ยวกับความกังวลเรื่องกลไกความปลอดภัยของธนบัตรที่ระลึกชุดใหม่ ธนบัตรชุดใหม่มูลค่า 100 บาทขาดกลไกความปลอดภัยที่เรียกว่า eurion constellation ซึ่งทำให้การลอกเลียนแบบและการผลิตธนบัตรปลอมทำได้ง่าย
193327,"ธนาคารกรุงเทพฯ ให้ยืมเงินก้อน 50,000 โดยไม่ต้องค้ำประกัน",['https://factcheckthailand.afp.com/misleading-claims-circulate-online-thai-bank-offering-loans-without-guarantees-th#456bd7cdbd656ba19e85cc6ba6e0055e'],คำกล่าวอ้างเท็จถูกแชร์ออนไลน์ว่าธนาคารแห่งหนึ่งในประเทศไทยปล่อยกู้โดยไม่ต้องมีการค้ำประกัน,"คำกล่าวอ้างเท็จถูกแชร์ออนไลน์ว่าธนาคารแห่งหนึ่งในประเทศไทยปล่อยกู้โดยไม่ต้องมีการค้ำประกัน ธนาคารกรุงเทพฯ ให้ยืมเงินก้อน 50,000 โดยไม่ต้องค้ำประกัน"
193328,นอกจากประเทศไทยแล้ว ไม่มีประเทศไหนบังคับใส่หน้ากากใน “รถส่วนตัว”,['https://factcheckthailand.afp.com/thailand-not-only-country-require-people-wear-masks-private-cars-th#1cf797f7359933cb3284af44865471ea'],ประเทศไทยไม่ได้เป็นประเทศเดียวที่ออกข้อบังคับเรื่องการใส่หน้ากากอนามัยภายในรถยนต์ส่วนตัว,ประเทศไทยไม่ได้เป็นประเทศเดียวที่ออกข้อบังคับเรื่องการใส่หน้ากากอนามัยภายในรถยนต์ส่วนตัว นอกจากประเทศไทยแล้ว ไม่มีประเทศไหนบังคับใส่หน้ากากใน “รถส่วนตัว”
193329,นักการเมืองเม็กซิโกถอดเสื้อผ้าประท้วงต่อต้านการทุจริต?,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MC9A2#e81274ac2681e2e069b3d09a42fe9e14'],สื่อสังคมออนไลน์ในประเทศไทยแชร์ภาพนักการเมืองเม็กซิกันพร้อมคำกล่าวอ้างที่ทำให้เข้าใจผิด,สื่อสังคมออนไลน์ในประเทศไทยแชร์ภาพนักการเมืองเม็กซิกันพร้อมคำกล่าวอ้างที่ทำให้เข้าใจผิด นักการเมืองเม็กซิโกถอดเสื้อผ้าประท้วงต่อต้านการทุจริต?
193330,นักท่องเที่ยวชาวไทยสามารถรับวัคซีนฟรีได้ที่ลาว,['https://factcheckthailand.afp.com/online-posts-falsely-claim-thai-tourists-get-free-covid-19-vaccines-neighbouring-laos-th#3bc0e33ca28148827ad8def7a0fb51dd'],คำกล่าวอ้างเท็จถูกแชร์ออนไลน์ว่านักท่องเที่ยวจากประเทศไทยสามารถรับวัคซีนฟรีที่ประเทศลาวได้,คำกล่าวอ้างเท็จถูกแชร์ออนไลน์ว่านักท่องเที่ยวจากประเทศไทยสามารถรับวัคซีนฟรีที่ประเทศลาวได้ นักท่องเที่ยวชาวไทยสามารถรับวัคซีนฟรีได้ที่ลาว
193331,นักฟุตบอลทีมชาติเดนมาร์ก คริสเตียน เอริคเซ่น ล้มลงระหว่างการแข่งขันเพราะวัคซีนโควิด-19?,['https://factcheckthailand.afp.com/footballer-christian-eriksen-did-not-collapse-because-covid-19-vaccine-th#3794b1d8acd508867e5304d6a24416db'],นักฟุตบอล คริสเตียน เอริคเซ่น ไม่ได้ล้มลงกลางสนามเพราะวัคซีนโควิด-19,นักฟุตบอล คริสเตียน เอริคเซ่น ไม่ได้ล้มลงกลางสนามเพราะวัคซีนโควิด-19 นักฟุตบอลทีมชาติเดนมาร์ก คริสเตียน เอริคเซ่น ล้มลงระหว่างการแข่งขันเพราะวัคซีนโควิด-19?
193332,นักรบตาลีบันจับคนที่ต่อต้านมาประหารชีวิต หลังยึดเมืองหลวงของอัฟกานิสถาน?,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LW38Y-1#69c9572976c90fb44137f40c2375642b'],คลิปวิดีโอเก่าถูกแชร์พร้อมคำกล่าวอ้างเท็จว่าเป็นวิดีโอการประหารชีวิตของกลุ่มตาลีบัน,คลิปวิดีโอเก่าถูกแชร์พร้อมคำกล่าวอ้างเท็จว่าเป็นวิดีโอการประหารชีวิตของกลุ่มตาลีบัน นักรบตาลีบันจับคนที่ต่อต้านมาประหารชีวิต หลังยึดเมืองหลวงของอัฟกานิสถาน?
193333,นักเรียนงดเรียนออนไลน์ เพื่อมาต้อนรับท่านนายกฯ ที่โรงเรียน,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9QK2YV-1#8f289167fadd55f80da089fe32423c19'],โรงเรียนยืนยันว่ามีการเรียนการสอน On-site ตั้งแต่ก่อนที่นายกรัฐมนตรีจะเดินทางมาเยี่ยม,โรงเรียนยืนยันว่ามีการเรียนการสอน on-site ตั้งแต่ก่อนที่นายกรัฐมนตรีจะเดินทางมาเยี่ยม นักเรียนงดเรียนออนไลน์ เพื่อมาต้อนรับท่านนายกฯ ที่โรงเรียน
193334,นักเรียนเด่นในสหรัฐฯ แสดงความคิดเห็นเกี่ยวกับเครื่องแบบนักเรียนในไทย?,['https://factcheckthailand.afp.com/spanish-adult-film-actors-photo-circulates-false-thai-facebook-posts-which-mock-students-protest-th#290d1e09d0c155627fb544fd6b8321c4'],ภาพของนักแสดงภาพยนตร์ผู้ใหญ่ชาวสเปนถูกแชร์ออนไลน์ในโพสต์ทางเฟซบุ๊กที่มีเนื้อหาตำหนิการประท้วงต่อต้านเครื่องแบบของนักเรียน,ภาพของนักแสดงภาพยนตร์ผู้ใหญ่ชาวสเปนถูกแชร์ออนไลน์ในโพสต์ทางเฟซบุ๊กที่มีเนื้อหาตำหนิการประท้วงต่อต้านเครื่องแบบของนักเรียน นักเรียนเด่นในสหรัฐฯ แสดงความคิดเห็นเกี่ยวกับเครื่องแบบนักเรียนในไทย?
193335,นาซา ได้เพิ่มราศีที่ 13 โดยมีชื่อว่า “กลุ่มดาวคนแบกงู”,['https://factcheckthailand.afp.com/khaawlwngekaathuuknamklabmaaaechriikkhrangwaangkhkaarnaachaaaidephimraasiithii-13#46d94d1e7de8e45a5281741cdd7d4227'],ข่าวลวงเก่าถูกนำกลับมาแชร์อีกครั้งว่าองค์การนาซาได้เพิ่มราศีที่ 13 ‘กลุ่มดาวคนแบกงู’,ข่าวลวงเก่าถูกนำกลับมาแชร์อีกครั้งว่าองค์การนาซาได้เพิ่มราศีที่ 13 ‘กลุ่มดาวคนแบกงู’ นาซา ได้เพิ่มราศีที่ 13 โดยมีชื่อว่า “กลุ่มดาวคนแบกงู”
193336,นาซายืนยันว่าดวงอาทิตย์สามารถขึ้นจากทิศตะวันตก?,['https://factcheckthailand.afp.com/nasa-refutes-it-confirmed-possibility-sun-rising-west-th#29c82893658279e3daf36cff96049ac5'],นาซาปฎิเสธคำกล่าวอ้างที่ระบุว่าดวงอาทิตย์มีโอกาสจะขึ้นจากทิศตะวันตก,นาซาปฎิเสธคำกล่าวอ้างที่ระบุว่าดวงอาทิตย์มีโอกาสจะขึ้นจากทิศตะวันตก นาซายืนยันว่าดวงอาทิตย์สามารถขึ้นจากทิศตะวันตก?
193337,นาซาเตือนดาวเคราะห์น้อยจะพุ่งชนโลก?,['https://factcheckthailand.afp.com/nasa-did-not-warn-real-asteroid-path-hit-earth-th#e9582cb9febe23f0702ac413bb7eb7b8'],นาซาไม่ได้เตือนว่าดาวเคราะห์น้อยกำลังพุ่งชนโลก,นาซาไม่ได้เตือนว่าดาวเคราะห์น้อยกำลังพุ่งชนโลก นาซาเตือนดาวเคราะห์น้อยจะพุ่งชนโลก?
193338,นายกรัฐมนตรีนิวซีแลนด์นำประชาชนจัดกิจกรรมกลางแจ้ง หลังคนส่วนใหญ่ของประเทศรับวัคซีนโควิด-19?,['https://factcheckthailand.afp.com/social-media-posts-mislead-new-zealands-covid-19-vaccination-drive-th#fff0594c61117994d0a4101fc9f46b52'],โพสต์ในสื่อสังคมออนไลน์ทำให้คนเข้าใจผิดเกี่ยวกับการฉีดวัคซีนโควิด-19 ในประเทศนิวซีแลนด์,โพสต์ในสื่อสังคมออนไลน์ทำให้คนเข้าใจผิดเกี่ยวกับการฉีดวัคซีนโควิด-19 ในประเทศนิวซีแลนด์ นายกรัฐมนตรีนิวซีแลนด์นำประชาชนจัดกิจกรรมกลางแจ้ง หลังคนส่วนใหญ่ของประเทศรับวัคซีนโควิด-19?
193339,นายกรัฐมนตรีไทยนั่งที่พื้นระหว่างการประชุมกับสุลต่านฮัสซานัลแห่งบรูไน,['https://factcheckthailand.afp.com/misleading-posts-share-doctored-image-thai-pm-purportedly-sitting-floor-during-meeting-sultan-brunei-th#68ef8b51f26d0ba4643e3c3412edfed0'],ภาพตัดต่อที่แสดงนายกรัฐมนตรีไทยนั่งพื้นในการประชุมกับสุลต่านบรูไน ถูกแชร์ในสื่อสังคมออนไลน์,ภาพตัดต่อที่แสดงนายกรัฐมนตรีไทยนั่งพื้นในการประชุมกับสุลต่านบรูไน ถูกแชร์ในสื่อสังคมออนไลน์ นายกรัฐมนตรีไทยนั่งที่พื้นระหว่างการประชุมกับสุลต่านฮัสซานัลแห่งบรูไน
193340,นายกฯ อังกฤษเสิร์ฟชาให้นักข่าวหลังหายป่วยโรคโควิด-19,['https://factcheckthailand.afp.com/video-boris-johnson-has-circulated-media-reports-august-2018-th#6c3de9524bfe2404df0837bd8257daa1'],คลิปวิดีโอนายกรัฐมนตรีอังกฤษ บอริส จอห์นสันเป็นวิดีโอจากการรายงานข่าวตั้งแต่เดือนสิงหาคม 2561,คลิปวิดีโอนายกรัฐมนตรีอังกฤษ บอริส จอห์นสันเป็นวิดีโอจากการรายงานข่าวตั้งแต่เดือนสิงหาคม 2561 นายกฯ อังกฤษเสิร์ฟชาให้นักข่าวหลังหายป่วยโรคโควิด-19
193341,นิตยสาร TIME ยกให้พล.อ. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีไทย เป็นผู้นำที่ดีที่สุดในโลก,['https://factcheckthailand.afp.com/old-april-fools-day-joke-about-time-magazine-naming-thai-prime-minister-best-leader-resurfaces-th#650128226f3cf1352fbdf952add0c8c4'],มุขล้อเลียนในวันเอพริลฟูลที่ระบุว่านิตยสาร TIME ยกให้นายกรัฐมนตรีไทยเป็น ‘ผู้นำที่ดีที่สุดในโลก’ ถูกนำกลับมาแชร์ใหม่บนเฟซบุ๊ก,มุขล้อเลียนในวันเอพริลฟูลที่ระบุว่านิตยสาร time ยกให้นายกรัฐมนตรีไทยเป็น ‘ผู้นำที่ดีที่สุดในโลก’ ถูกนำกลับมาแชร์ใหม่บนเฟซบุ๊ก นิตยสาร time ยกให้พล.อ. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีไทย เป็นผู้นำที่ดีที่สุดในโลก
193342,นี่เป็นภาพการชุมนุมประท้วงของนักศึกษาจากมหาวิทยาลัยเกษตรศาสตร์ในปี 2563?,['https://factcheckthailand.afp.com/niiepnphaaphthiithaayaiwtangaetpii-2556-cchaakkaarchumnumttaan-phrbnirothskrrm#057be2579abba66286c0be9c63d1069f'],นี่เป็นภาพที่ถ่ายไว้ตั้งแต่ปี 2556 จากการชุมนุมต่อต้าน พ.ร.บ.นิรโทษกรรม,นี่เป็นภาพที่ถ่ายไว้ตั้งแต่ปี 2556 จากการชุมนุมต่อต้าน พ.ร.บ.นิรโทษกรรม นี่เป็นภาพการชุมนุมประท้วงของนักศึกษาจากมหาวิทยาลัยเกษตรศาสตร์ในปี 2563?
193343,น้ำกระท่อมกระป๋อง มีขายในเซเว่นแล้ว,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MG88E-1#a848e31dbb9f07919b0a7f8fa45e18b1'],ภาพถ่าย “น้ำกระท่อมกระป๋อง” เป็นภาพตัดต่อ,ภาพถ่าย “น้ำกระท่อมกระป๋อง” เป็นภาพตัดต่อ น้ำกระท่อมกระป๋อง มีขายในเซเว่นแล้ว
193344,น้ำประปา แคเมอรูน,['https://factcheckthailand.afp.com/thnamthiithuukkadkrnniithuukthaayainpraethsaithyaimaichaefrikaaaithruueaekhemruun#9ba8d2e0b178822e499b269248c5c908'],ท่อน้ำที่ถูกกัดกร่อนนี้ถูกถ่ายในประเทศไทยไม่ใช่แอฟริกาใต้หรือแคเมอรูน,ท่อน้ำที่ถูกกัดกร่อนนี้ถูกถ่ายในประเทศไทยไม่ใช่แอฟริกาใต้หรือแคเมอรูน น้ำประปา แคเมอรูน
193345,น้ำสับปะรดร้อน สามารถฆ่าเซลล์มะเร็งได้,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9N74YY-1#73bc7001e3a534629afee92950405d12'],ผู้เชี่ยวชาญเตือน ไม่มีหลักฐานที่สรุปได้ว่าน้ำสับปะรดร้อนสามารถฆ่าเซลล์มะเร็งได้จริง,ผู้เชี่ยวชาญเตือน ไม่มีหลักฐานที่สรุปได้ว่าน้ำสับปะรดร้อนสามารถฆ่าเซลล์มะเร็งได้จริง น้ำสับปะรดร้อน สามารถฆ่าเซลล์มะเร็งได้
193346,น้ำโซดามีประโยชน์ แก้ท้องอืด ท้องผูก และลดความเสี่ยงโรคหัวใจ,['https://factcheckthailand.afp.com/doc.afp.com.9XB9QN#cc738a51f9950b9195fa062d152c7da5'],โพสต์ในประเทศไทยแชร์คำกล่าวอ้างที่ทำให้เข้าใจผิดเกี่ยวกับประโยชน์ด้านสุขภาพของการดื่มน้ำโซดา,โพสต์ในประเทศไทยแชร์คำกล่าวอ้างที่ทำให้เข้าใจผิดเกี่ยวกับประโยชน์ด้านสุขภาพของการดื่มน้ำโซดา น้ำโซดามีประโยชน์ แก้ท้องอืด ท้องผูก และลดความเสี่ยงโรคหัวใจ
193347,บทสัมภาษณ์ระหว่างลิซ่ากับนักข่าวชื่อดังของ CNN?,['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9R32EW#c318a7f62e3b80cc2ac41cfb6d90e63f'],ผู้ใช้สื่อสังคมออนไลน์ในไทย แชร์บทสัมภาษณ์ปลอมของลิซ่า Blackpink,ผู้ใช้สื่อสังคมออนไลน์ในไทย แชร์บทสัมภาษณ์ปลอมของลิซ่า blackpink บทสัมภาษณ์ระหว่างลิซ่ากับนักข่าวชื่อดังของ cnn?
193348,บทเรียนจาก #โคโรน่าไวรัส #COVID-19 โดย บิล เกตส์?,['https://factcheckthailand.afp.com/muulnithiektskhaihphuuaichinetrentelikaechrcchdhmaayplmekiiywkabaiwrasokhornaasaayphanthuaihm#d4b18ac3d67cdc861ae084541d4f303c'],มูลนิธิเกตส์ขอให้ผู้ใช้อินเตอร์เน็ตเลิกแชร์จดหมายปลอมเกี่ยวกับไวรัสโคโรน่าสายพันธุ์ใหม่,มูลนิธิเกตส์ขอให้ผู้ใช้อินเตอร์เน็ตเลิกแชร์จดหมายปลอมเกี่ยวกับไวรัสโคโรน่าสายพันธุ์ใหม่ บทเรียนจาก #โคโรน่าไวรัส #covid-19 โดย บิล เกตส์?
193349,บริษัทยาสหรัฐฯ พบยารักษาโควิด-19 ภายใน 3 ชั่วโมง?,['https://factcheckthailand.afp.com/brisathethkhonolyiichiiwphaaphkhngshrath-ephywaawakhchiintaanokhwid-19#760b9f41c7112bf5bd04c405add56ed0'],บริษัทเทคโนโลยีชีวภาพของสหรัฐฯ เผยว่าวัคซีนต้านโควิด-19 ยังอยู่ระหว่างการพัฒนาและยังต้องผ่านการทดลองกับมนุษย์,บริษัทเทคโนโลยีชีวภาพของสหรัฐฯ เผยว่าวัคซีนต้านโควิด-19 ยังอยู่ระหว่างการพัฒนาและยังต้องผ่านการทดลองกับมนุษย์ บริษัทยาสหรัฐฯ พบยารักษาโควิด-19 ภายใน 3 ชั่วโมง?
193350,บัญชีจริงของกลุ่มเรียกร้องประชาธิปไตย?,['https://factcheckthailand.afp.com/fake-twitter-accounts-impersonate-thai-pro-democracy-group-th#b092ce90bd128143b90f7b762d276060'],บัญชีปลอมแอบอ้างตัวเป็นกลุ่มเรียกร้องประชาธิปไตยในประเทศไทย,บัญชีปลอมแอบอ้างตัวเป็นกลุ่มเรียกร้องประชาธิปไตยในประเทศไทย บัญชีจริงของกลุ่มเรียกร้องประชาธิปไตย?
193351,บัญชีดำอาหารที่ก่อให้เกิดมะเร็ง,['https://factcheckthailand.afp.com/doc.afp.com.32CW4AD#35995ef99a2e1fe75416d6f65ef45b76'],ผู้เชี่ยวชาญด้านสุขภาพกล่าวว่ารายการ “อาหารก่อมะเร็ง” ไม่มีหลักฐานทางวิทยาศาสตร์สนับสนุน,ผู้เชี่ยวชาญด้านสุขภาพกล่าวว่ารายการ “อาหารก่อมะเร็ง” ไม่มีหลักฐานทางวิทยาศาสตร์สนับสนุน บัญชีดำอาหารที่ก่อให้เกิดมะเร็ง
193352,"บิล เกตส์เตือนว่า ""วัคซีนโควิด-19 อันตรายกว่าที่ใครจะจินตนาการได้""",['https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MQ7HK-1#ea5799562aa799dbfe48a12781d079e2'],โพสต์เสียดสีเกี่ยวกับ “คำเตือนวัคซีนโควิด-19” ของบิล เกตส์ทำให้ผู้ใช้สื่อสังคมออนไลน์ในประเทศไทยเข้าใจผิด,"โพสต์เสียดสีเกี่ยวกับ “คำเตือนวัคซีนโควิด-19” ของบิล เกตส์ทำให้ผู้ใช้สื่อสังคมออนไลน์ในประเทศไทยเข้าใจผิด บิล เกตส์เตือนว่า ""วัคซีนโควิด-19 อันตรายกว่าที่ใครจะจินตนาการได้"""
